order_id,customer_id,gender,age,city,product_category,product_price,quantity,payment_method,order_date,total_amount
101,1555,Female,41,Aswan,Books,3109.85,1,Credit Card,2023-04-29,3109.85
102,1161,Female,29,Cairo,Electronics,1741.0,4,Cash,2023-02-19,6964.0
103,1201,Female,33,Aswan,Sports,192.88,2,Cash,2023-01-10,385.76
104,1957,Female,40,Mansoura,Books,2005.69,3,Vodafone Cash,2023-04-23,6017.07
105,1995,Male,57,Cairo,Electronics,4655.88,1,Cash,2023-09-23,4655.88
106,1269,Male,26,Aswan,Sports,3150.19,4,Cash,2023-03-19,12600.76
107,1862,Male,49,Cairo,Sports,465.58,3,Debit Card,2023-02-05,1396.74
108,1815,Male,32,Mansoura,Clothing,4430.72,2,Debit Card,2023-07-21,8861.44
109,1270,Male,54,Alexandria,Electronics,1380.93,5,Vodafone Cash,2023-11-08,6904.650000000001
110,1455,Female,30,Alexandria,Sports,1256.66,1,Vodafone Cash,2023-04-28,1256.66
111,1461,Female,22,Aswan,Home,1520.6,3,Credit Card,2023-07-09,4561.799999999999
112,1726,Female,28,Giza,Sports,2907.15,2,Cash,2023-08-30,5814.3
113,1251,Female,27,Mansoura,Clothing,2746.21,2,Debit Card,2023-10-20,5492.42
114,1701,Male,30,Aswan,Sports,2482.5,1,Debit Card,2023-06-18,2482.5
115,1295,Male,58,Aswan,Electronics,3601.81,1,Cash,2023-08-18,3601.81
116,1724,Male,63,Alexandria,Electronics,1616.86,4,Vodafone Cash,2023-02-17,6467.44
117,1719,Female,32,Cairo,Books,3921.22,4,Debit Card,2023-05-30,15684.88
118,1748,Male,59,Mansoura,Electronics,917.84,1,Vodafone Cash,2023-12-09,917.84
119,1337,Female,24,Cairo,Books,3923.97,1,Debit Card,2023-07-27,3923.97
120,1878,Male,57,Mansoura,Home,3335.86,3,Debit Card,2023-03-02,10007.58
121,1052,Male,45,Giza,Clothing,3431.88,4,Credit Card,2023-11-27,13727.52
122,1791,Female,49,Alexandria,Home,2433.69,2,Debit Card,2023-04-27,4867.38
123,1921,Male,52,Giza,Books,3351.66,4,Cash,2023-08-27,13406.64
124,1216,Male,32,Aswan,Sports,445.0,4,Cash,2023-12-21,1780.0
125,1763,Female,53,Alexandria,Sports,4265.18,1,Cash,2023-02-17,4265.18
126,1187,Male,38,Aswan,Home,324.96,1,Vodafone Cash,2023-09-02,324.96
127,1379,Female,23,Giza,Sports,786.27,4,Debit Card,2023-10-20,3145.08
128,1492,Male,18,Mansoura,Books,2905.11,5,Vodafone Cash,2023-01-05,14525.550000000001
129,1040,Male,21,Aswan,Clothing,3710.09,5,Credit Card,2023-04-10,18550.45
130,1156,Male,28,Cairo,Electronics,427.45,4,Debit Card,2023-07-24,1709.8
131,1014,Male,61,Mansoura,Books,4607.79,5,Cash,2023-06-29,23038.95
132,1812,Male,43,Mansoura,Books,4869.36,4,Credit Card,2023-01-17,19477.44
133,1064,Male,54,Giza,Electronics,3049.45,1,Credit Card,2023-03-31,3049.45
134,1856,Male,40,Giza,Electronics,2432.16,1,Debit Card,2023-04-18,2432.16
135,1838,Male,46,Alexandria,Clothing,3719.91,1,Cash,2023-07-09,3719.91
136,1520,Female,38,Alexandria,Clothing,1675.37,2,Vodafone Cash,2023-06-29,3350.74
137,1343,Female,62,Cairo,Clothing,2491.66,1,Debit Card,2023-09-06,2491.66
138,1128,Male,62,Mansoura,Sports,4584.95,1,Cash,2023-09-08,4584.95
139,1647,Male,44,Cairo,Books,4780.49,4,Credit Card,2023-01-20,19121.96
140,1471,Female,56,Cairo,Electronics,4638.99,5,Debit Card,2023-12-25,23194.949999999997
141,1062,Male,57,Giza,Books,1349.12,5,Credit Card,2023-04-07,6745.599999999999
142,1138,Male,30,Cairo,Books,1200.72,1,Cash,2023-08-10,1200.72
143,1498,Female,40,Cairo,Clothing,1523.44,1,Vodafone Cash,2023-05-24,1523.44
144,1592,Male,33,Aswan,Clothing,2234.49,1,Vodafone Cash,2023-01-07,2234.49
145,1391,Male,47,Alexandria,Books,1605.13,4,Credit Card,2023-12-16,6420.52
146,1674,Female,21,Alexandria,Clothing,1902.35,4,Credit Card,2023-11-18,7609.4
147,1418,Male,57,Mansoura,Sports,3122.15,4,Credit Card,2023-09-25,12488.6
148,1288,Male,33,Alexandria,Electronics,3824.5,5,Debit Card,2023-10-23,19122.5
149,1378,Female,48,Mansoura,Books,3691.01,2,Cash,2023-01-01,7382.02
150,1772,Male,59,Aswan,Electronics,4081.4,5,Credit Card,2023-02-27,20407.0
151,1489,Female,42,Alexandria,Sports,209.31,4,Credit Card,2023-09-21,837.24
152,1230,Male,61,Aswan,Clothing,286.28,3,Credit Card,2023-03-31,858.8399999999999
153,1040,Male,29,Alexandria,Home,3957.45,2,Vodafone Cash,2023-03-16,7914.9
154,1027,Female,43,Alexandria,Sports,2688.74,1,Credit Card,2023-12-07,2688.74
155,1134,Female,54,Aswan,Home,2911.8,5,Cash,2023-09-18,14559.0
156,1200,Male,50,Cairo,Electronics,310.3,2,Vodafone Cash,2023-10-09,620.6
157,1839,Female,45,Cairo,Books,1313.8,3,Cash,2023-12-07,3941.3999999999996
158,1779,Female,26,Cairo,Clothing,3209.85,2,Vodafone Cash,2023-11-25,6419.7
159,1929,Male,29,Cairo,Sports,4302.95,5,Vodafone Cash,2023-12-23,21514.75
160,1032,Male,22,Alexandria,Clothing,4589.07,4,Debit Card,2023-08-31,18356.28
161,1047,Male,45,Giza,Home,2527.08,1,Vodafone Cash,2023-11-18,2527.08
162,1502,Female,52,Aswan,Home,2750.1,4,Vodafone Cash,2023-04-29,11000.4
163,1406,Female,22,Giza,Books,4173.6,4,Cash,2023-02-16,16694.4
164,1573,Female,51,Giza,Home,2711.24,5,Cash,2023-06-17,13556.199999999999
165,1727,Female,63,Mansoura,Books,2608.45,4,Credit Card,2023-12-14,10433.8
166,1804,Male,51,Cairo,Sports,4530.17,4,Debit Card,2023-01-27,18120.68
167,1098,Female,30,Alexandria,Books,3960.17,5,Vodafone Cash,2023-10-23,19800.85
168,1683,Male,56,Cairo,Home,4549.91,5,Debit Card,2023-01-01,22749.55
169,1871,Female,59,Cairo,Electronics,1130.32,3,Credit Card,2023-06-23,3390.96
170,1725,Male,62,Giza,Books,2645.66,4,Debit Card,2023-06-16,10582.64
171,1986,Male,31,Mansoura,Clothing,4220.24,2,Vodafone Cash,2023-01-18,8440.48
172,1546,Male,28,Cairo,Electronics,600.18,1,Cash,2023-04-01,600.18
173,1960,Female,59,Aswan,Books,3983.58,1,Debit Card,2023-10-30,3983.58
174,1738,Male,55,Aswan,Clothing,955.72,5,Vodafone Cash,2023-07-21,4778.6
175,1612,Male,21,Cairo,Electronics,4050.19,5,Credit Card,2023-01-21,20250.95
176,1942,Female,50,Giza,Books,3079.4,3,Vodafone Cash,2023-06-05,9238.2
177,1461,Male,24,Giza,Sports,1006.52,4,Debit Card,2023-01-14,4026.08
178,1642,Female,58,Alexandria,Clothing,2393.1,5,Vodafone Cash,2023-01-20,11965.5
179,1768,Female,25,Mansoura,Sports,3425.43,5,Vodafone Cash,2023-09-01,17127.149999999998
180,1004,Male,54,Giza,Home,3187.57,1,Debit Card,2023-06-22,3187.57
181,1217,Male,27,Alexandria,Books,2164.87,4,Debit Card,2023-05-02,8659.48
182,1502,Female,60,Aswan,Books,4501.86,3,Credit Card,2023-07-03,13505.579999999998
183,1766,Male,32,Aswan,Clothing,2620.35,5,Vodafone Cash,2023-11-04,13101.75
184,1397,Female,55,Aswan,Books,2554.04,5,Cash,2023-03-09,12770.2
185,1870,Female,32,Cairo,Home,358.14,5,Debit Card,2023-10-20,1790.6999999999998
186,1794,Female,22,Mansoura,Books,4614.5,1,Vodafone Cash,2023-12-04,4614.5
187,1392,Male,46,Alexandria,Electronics,926.73,5,Cash,2023-06-08,4633.65
188,1206,Female,36,Mansoura,Sports,2665.31,5,Cash,2023-02-18,13326.55
189,1014,Male,27,Cairo,Home,4027.66,1,Vodafone Cash,2023-06-30,4027.66
190,1857,Male,29,Alexandria,Home,1116.49,5,Vodafone Cash,2023-10-22,5582.45
191,1553,Male,21,Alexandria,Sports,2660.5,4,Vodafone Cash,2023-12-14,10642.0
192,1891,Male,48,Giza,Sports,1241.39,4,Cash,2023-05-21,4965.56
193,1460,Female,35,Mansoura,Home,3810.49,1,Vodafone Cash,2023-01-18,3810.49
194,1690,Male,33,Mansoura,Sports,2843.49,4,Debit Card,2023-05-20,11373.96
195,1574,Female,57,Giza,Clothing,4287.08,3,Cash,2023-03-13,12861.24
196,1863,Female,53,Aswan,Sports,4478.06,5,Debit Card,2023-08-30,22390.300000000003
197,1742,Male,42,Cairo,Electronics,3261.23,3,Debit Card,2023-09-18,9783.69
198,1240,Female,40,Mansoura,Electronics,3640.69,4,Vodafone Cash,2023-09-20,14562.76
199,1563,Female,29,Giza,Clothing,2768.64,1,Debit Card,2023-05-23,2768.64
200,1095,Male,51,Alexandria,Sports,1952.92,1,Vodafone Cash,2023-07-14,1952.92
201,1899,Female,53,Giza,Electronics,3258.18,3,Cash,2023-05-26,9774.539999999999
202,1733,Female,54,Aswan,Books,4546.03,4,Debit Card,2023-10-21,18184.12
203,1484,Female,20,Cairo,Sports,2112.57,5,Vodafone Cash,2023-01-26,10562.85
204,1406,Female,26,Aswan,Clothing,1606.33,4,Credit Card,2023-02-28,6425.32
205,1230,Male,35,Alexandria,Sports,1972.76,4,Vodafone Cash,2023-02-21,7891.04
206,1748,Female,60,Alexandria,Home,2205.22,1,Credit Card,2023-05-29,2205.22
207,1654,Female,52,Alexandria,Home,414.13,2,Vodafone Cash,2023-04-17,828.26
208,1170,Female,51,Alexandria,Electronics,2517.29,5,Credit Card,2023-11-14,12586.45
209,1540,Female,58,Giza,Home,2496.86,5,Debit Card,2023-02-28,12484.300000000001
210,1035,Male,31,Alexandria,Clothing,2962.8,1,Credit Card,2023-09-15,2962.8
211,1524,Female,21,Alexandria,Electronics,1845.96,4,Debit Card,2023-10-08,7383.84
212,1159,Male,46,Giza,Clothing,3084.88,1,Debit Card,2023-01-19,3084.88
213,1838,Female,58,Alexandria,Clothing,4397.17,4,Vodafone Cash,2023-06-15,17588.68
214,1698,Male,62,Aswan,Home,4779.58,2,Debit Card,2023-01-25,9559.16
215,1242,Male,32,Aswan,Home,2938.88,2,Cash,2023-01-04,5877.76
216,1085,Male,45,Mansoura,Clothing,260.83,3,Credit Card,2023-01-03,782.49
217,1795,Male,59,Aswan,Home,4847.72,4,Vodafone Cash,2023-12-28,19390.88
218,1577,Male,33,Cairo,Home,3544.02,1,Debit Card,2023-01-27,3544.02
219,1681,Female,29,Cairo,Home,1713.02,1,Credit Card,2023-12-12,1713.02
220,1556,Female,22,Cairo,Sports,778.43,1,Credit Card,2023-08-07,778.43
221,1573,Female,51,Giza,Clothing,759.92,3,Cash,2023-02-13,2279.7599999999998
222,1952,Male,59,Aswan,Books,880.33,5,Credit Card,2023-07-31,4401.650000000001
223,1645,Female,18,Cairo,Clothing,275.58,1,Vodafone Cash,2023-02-21,275.58
224,1795,Male,56,Mansoura,Electronics,4515.66,2,Vodafone Cash,2023-06-02,9031.32
225,1027,Male,49,Giza,Home,2726.8,1,Debit Card,2023-07-21,2726.8
226,1619,Female,43,Mansoura,Home,3514.8,1,Debit Card,2023-11-17,3514.8
227,1555,Female,34,Aswan,Books,4149.14,1,Vodafone Cash,2023-01-11,4149.14
228,1339,Male,44,Alexandria,Electronics,3968.13,5,Credit Card,2023-03-09,19840.65
229,1797,Male,41,Mansoura,Sports,4418.9,1,Credit Card,2023-08-15,4418.9
230,1957,Female,52,Alexandria,Clothing,4837.91,5,Cash,2023-05-01,24189.55
231,1330,Female,63,Giza,Sports,2223.4,5,Debit Card,2023-11-29,11117.0
232,1639,Female,59,Mansoura,Electronics,4754.16,3,Credit Card,2023-01-15,14262.48
233,1505,Female,56,Mansoura,Books,3630.29,2,Credit Card,2023-02-26,7260.58
234,1347,Male,43,Giza,Electronics,399.81,1,Debit Card,2023-11-26,399.81
235,1472,Female,55,Giza,Books,3424.83,1,Vodafone Cash,2023-03-05,3424.83
236,1230,Female,40,Cairo,Sports,3449.25,1,Credit Card,2023-08-18,3449.25
237,1189,Female,39,Aswan,Sports,4534.01,5,Cash,2023-01-11,22670.050000000003
238,1224,Male,21,Mansoura,Electronics,1896.01,4,Credit Card,2023-05-01,7584.04
239,1384,Male,26,Mansoura,Electronics,2945.31,2,Credit Card,2023-08-12,5890.62
240,1376,Male,21,Giza,Home,110.33,1,Cash,2023-08-13,110.33
241,1282,Male,24,Giza,Books,1693.77,4,Vodafone Cash,2023-05-05,6775.08
242,1957,Female,40,Aswan,Home,358.11,4,Cash,2023-05-28,1432.44
243,1632,Male,19,Giza,Clothing,2633.27,4,Cash,2023-08-16,10533.08
244,1627,Female,41,Alexandria,Clothing,4096.37,2,Debit Card,2023-01-30,8192.74
245,1972,Female,57,Alexandria,Electronics,1071.89,4,Credit Card,2023-01-10,4287.56
246,1744,Female,48,Alexandria,Sports,2660.83,1,Vodafone Cash,2023-02-23,2660.83
247,1258,Female,64,Alexandria,Clothing,1059.84,1,Credit Card,2023-07-05,1059.84
248,1358,Male,48,Aswan,Clothing,647.41,3,Vodafone Cash,2023-07-26,1942.23
249,1709,Male,64,Mansoura,Home,2579.43,5,Cash,2023-09-12,12897.15
250,1455,Male,57,Alexandria,Home,441.79,4,Debit Card,2023-06-06,1767.16
251,1410,Female,60,Giza,Clothing,2957.41,5,Cash,2023-05-09,14787.05
252,1648,Female,51,Alexandria,Electronics,205.12,5,Credit Card,2023-02-27,1025.6
253,1317,Female,41,Aswan,Home,578.24,5,Debit Card,2023-07-14,2891.2
254,1676,Female,43,Giza,Clothing,2772.49,5,Debit Card,2023-03-17,13862.449999999999
255,1224,Female,33,Alexandria,Sports,2977.47,5,Credit Card,2023-03-30,14887.349999999999
256,1818,Male,64,Mansoura,Home,193.49,1,Vodafone Cash,2023-12-20,193.49
257,1233,Female,30,Giza,Clothing,2888.22,2,Debit Card,2023-03-22,5776.44
258,1683,Male,32,Giza,Books,4200.59,4,Vodafone Cash,2023-07-05,16802.36
259,1663,Female,44,Mansoura,Home,3625.47,4,Vodafone Cash,2023-11-22,14501.88
260,1974,Female,21,Giza,Books,699.37,1,Vodafone Cash,2023-09-25,699.37
261,1826,Male,33,Alexandria,Home,2982.75,1,Debit Card,2023-03-20,2982.75
262,1373,Male,47,Giza,Home,3377.65,5,Cash,2023-05-25,16888.25
263,1671,Female,61,Alexandria,Books,234.29,2,Debit Card,2023-05-09,468.58
264,1607,Female,47,Mansoura,Electronics,4283.97,4,Cash,2023-01-14,17135.88
265,1471,Female,53,Cairo,Clothing,4536.02,3,Debit Card,2023-04-29,13608.060000000001
266,1232,Female,20,Mansoura,Electronics,4259.74,1,Cash,2023-01-02,4259.74
267,1691,Male,39,Alexandria,Electronics,4131.93,3,Cash,2023-01-04,12395.79
268,1112,Female,39,Aswan,Clothing,3737.58,4,Debit Card,2023-09-01,14950.32
269,1829,Male,29,Mansoura,Sports,3185.49,1,Vodafone Cash,2023-03-07,3185.49
270,1496,Female,38,Aswan,Electronics,3409.2,4,Vodafone Cash,2023-09-03,13636.8
271,1441,Male,21,Aswan,Electronics,4041.66,1,Cash,2023-03-31,4041.66
272,1563,Male,48,Alexandria,Electronics,3329.37,4,Credit Card,2023-06-27,13317.48
273,1267,Female,61,Alexandria,Sports,1672.25,3,Credit Card,2023-03-01,5016.75
274,1509,Male,48,Cairo,Home,1911.01,2,Debit Card,2023-08-20,3822.02
275,1806,Female,40,Giza,Books,4490.43,1,Debit Card,2023-12-19,4490.43
276,1385,Male,37,Mansoura,Books,134.75,3,Debit Card,2023-06-25,404.25
277,1386,Female,32,Alexandria,Sports,3509.16,4,Credit Card,2023-06-16,14036.64
278,1112,Male,40,Mansoura,Electronics,4776.15,3,Vodafone Cash,2023-07-17,14328.449999999999
279,1612,Female,45,Aswan,Books,3545.83,1,Debit Card,2023-03-01,3545.83
280,1624,Female,33,Giza,Sports,4969.86,3,Debit Card,2023-03-24,14909.579999999998
281,1951,Male,54,Cairo,Clothing,3453.35,4,Vodafone Cash,2023-03-15,13813.4
282,1080,Male,38,Mansoura,Books,220.1,5,Cash,2023-11-07,1100.5
283,1698,Male,32,Giza,Clothing,4143.7,2,Debit Card,2023-01-26,8287.4
284,1112,Male,34,Cairo,Electronics,1458.92,2,Credit Card,2023-08-31,2917.84
285,1001,Female,54,Mansoura,Books,2257.98,5,Credit Card,2023-11-19,11289.9
286,1641,Male,30,Giza,Sports,1594.85,1,Debit Card,2023-04-26,1594.85
287,1219,Female,36,Alexandria,Home,1379.34,3,Credit Card,2023-11-19,4138.0199999999995
288,1565,Male,47,Mansoura,Books,2185.46,3,Vodafone Cash,2023-06-29,6556.38
289,1854,Female,62,Giza,Books,1924.82,5,Cash,2023-09-19,9624.1
290,1996,Female,35,Cairo,Books,3185.03,5,Cash,2023-04-24,15925.150000000001
291,1735,Female,31,Giza,Books,4075.1,4,Debit Card,2023-09-23,16300.4
292,1224,Female,53,Alexandria,Sports,1520.59,4,Debit Card,2023-02-07,6082.36
293,1384,Male,53,Mansoura,Sports,1107.92,2,Cash,2023-03-18,2215.84
294,1402,Male,37,Mansoura,Home,3351.13,1,Cash,2023-04-12,3351.13
295,1637,Female,36,Mansoura,Sports,3368.08,1,Debit Card,2023-01-12,3368.08
296,1129,Male,62,Alexandria,Sports,4510.6,5,Credit Card,2023-10-29,22553.0
297,1052,Male,61,Cairo,Electronics,128.93,2,Debit Card,2023-02-18,257.86
298,1683,Female,24,Mansoura,Electronics,4272.55,2,Vodafone Cash,2023-09-11,8545.1
299,1729,Male,61,Cairo,Clothing,2628.96,4,Debit Card,2023-12-13,10515.84
300,1671,Male,21,Giza,Home,3125.45,3,Debit Card,2023-09-06,9376.349999999999
301,1709,Male,51,Cairo,Electronics,502.29,1,Debit Card,2023-03-13,502.29
302,1415,Female,19,Cairo,Home,2191.44,2,Debit Card,2023-07-16,4382.88
303,1246,Male,22,Mansoura,Home,1175.15,4,Debit Card,2023-09-10,4700.6
304,1835,Female,27,Aswan,Books,1308.41,4,Debit Card,2023-12-24,5233.64
305,1438,Male,49,Aswan,Home,2545.27,4,Credit Card,2023-10-26,10181.08
306,1202,Male,59,Alexandria,Books,4071.66,3,Debit Card,2023-08-10,12214.98
307,1183,Male,58,Alexandria,Clothing,3731.72,2,Cash,2023-03-01,7463.44
308,1122,Female,30,Aswan,Clothing,2975.45,5,Debit Card,2023-12-23,14877.25
309,1400,Female,56,Giza,Clothing,2720.12,5,Credit Card,2023-06-06,13600.599999999999
310,1766,Male,22,Mansoura,Books,2165.16,4,Vodafone Cash,2023-12-08,8660.64
311,1293,Female,27,Mansoura,Books,4864.91,4,Cash,2023-07-21,19459.64
312,1279,Male,27,Giza,Clothing,2822.95,3,Debit Card,2023-09-24,8468.849999999999
